fridge.datetime,fridge.fridge_temperature,fridge.temp_condition,garage_door.datetime,garage_door.door_state,garage_door.sphone_signal,gps_tracker.datetime,gps_tracker.latitude,gps_tracker.longitude,modbus.datetime,modbus.FC1_Read_Input_Register,modbus.FC2_Read_Discrete_Value,modbus.FC3_Read_Holding_Register,modbus.FC4_Read_Coil,motion_light.datetime,motion_light.motion_status,motion_light.light_status,thermostat.datetime,thermostat.current_temperature,thermostat.thermostat_status,weather.datetime,weather.temperature,weather.pressure,weather.humidity,disk.RDDSK,disk.WRDSK,disk.WCANCL,disk.DSK,memory.MINFLT,memory.MAJFLT,memory.VSTEXT,memory.VSIZE,memory.RSIZE,memory.VGROW,memory.RGROW,memory.MEM,process.TRUN,process.TSLPI,process.TSLPU,process.POLI,process.NICE,process.PRI,process.RTPR,process.CPUNR,process.Status,process.EXC,process.State,process.CPU,PID,CMD,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice
,,,,,,,,,3/31/2019 12:41,31766.0,29967.0,52914.0,51770.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11237.0,<systemd-udev>,192.168.1.31,47524,151.101.192.233,443,tcp,ssl,121.182802,2839,17508,SF,0,28,4267,33,19232,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,3/31/2019 12:41,31766.0,29967.0,52914.0,51770.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11242.0,<systemd-udev>,192.168.1.31,54848,104.244.42.8,443,tcp,ssl,181.253644,1731,5049,RSTR,0,20,2829,23,6297,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,3/31/2019 12:41,31766.0,29967.0,52914.0,51770.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11246.0,<systemd-udev>,192.168.1.31,33600,172.217.194.157,443,tcp,ssl,180.477504,1125,3501,RSTR,0,16,1965,16,4329,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,3/31/2019 12:41,37229.0,32515.0,24616.0,48897.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11250.0,<systemd-udev>,192.168.1.31,39192,172.217.167.68,443,tcp,ssl,0.452472,2223,3022,SF,0,19,3231,17,3952,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,3/31/2019 12:41,closed,false  ,,,,3/31/2019 12:41,21469.0,900.0,12617.0,52311.0,,,,,,,3/31/2019 12:41,38.45834103,2.263897184,41.07286071,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11254.0,<systemd-udev>,192.168.1.31,40814,192.0.78.23,443,tcp,ssl,180.833946,1011,9418,RSTR,0,20,1843,20,10286,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,37.8726285,0.832306342,10.97412761,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11258.0,<systemd-udev>,192.168.1.31,42826,192.168.1.1,53,udp,dns,0.012768,86,332,SF,0,2,142,2,388,cdn.syndication.twimg.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,37.90448962,1.254804614,75.19641207,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11262.0,<systemd-udev>,192.168.1.31,45276,192.168.1.1,53,udp,dns,0.058909,78,438,SF,0,2,134,2,494,staticxx.facebook.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,45.47966926,0.538982757,7.601404603,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11266.0,<systemd-udev>,192.168.1.31,47599,192.168.1.1,53,udp,dns,0.01511,84,169,SF,0,2,140,2,225,public-api.wordpress.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,44.44950765,1.255684805,80.97127546,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11270.0,<systemd-udev>,192.168.1.31,49965,192.168.1.1,53,udp,dns,0.062344,82,218,SF,0,2,138,2,274,stats.g.doubleclick.net,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,3/31/2019 12:41,33.21825325,1.507579796,48.67835519,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,11274.0,<systemd-udev>,192.168.1.31,49965,192.168.1.1,53,udp,dns,0.062344,82,218,SF,0,2,138,2,274,stats.g.doubleclick.net,1,28,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/26/2019 15:06,0.0, off,,,,,,,,,,,,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5284.0,<systemd-udev>,192.168.1.31,43158,192.168.1.190,80,tcp,http,0.004215,155,216,SF,0,5,423,5,484,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/26/2019 15:06,0.0, off,4/26/2019 15:06,30.30839958,1.0,4/26/2019 15:06,39.15385158,3.788939457,15.51780464,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,E,0.0,5289.0,<systemd-udev>,192.168.1.31,43160,192.168.1.190,80,tcp,http,0.002516,155,651,SF,0,5,423,5,919,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/26/2019 15:06,12.85,high,4/26/2019 15:06,closed,0,,,,,,,,,4/26/2019 15:06,0.0, off,,,,4/26/2019 15:06,21.75919857,2.492260699,21.06987789,,,,,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5296.0,<systemd-udev>,192.168.1.31,43162,192.168.1.190,80,tcp,http,0.003697,155,649,SF,0,5,423,5,917,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/26/2019 15:06,3.2,low,4/26/2019 15:06,closed,0,,,,,,,,,,,,,,,,,,,,,,,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,E,0.0,5301.0,<systemd-udev>,192.168.1.31,43164,192.168.1.190,80,tcp,http,0.002389,155,651,SF,0,5,423,5,919,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/26/2019 15:06,1.9,low,4/26/2019 15:06,closed,0,4/26/2019 15:06,45.44945117,55.8068416,4/26/2019 15:06,22382.0,7325.0,46746.0,53442.0,,,,4/26/2019 15:06,31.17684888,1.0,4/26/2019 15:06,39.51029858,3.788939457,15.51780464,,,,,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5307.0,<systemd-udev>,192.168.1.31,43166,192.168.1.190,80,tcp,http,0.002115,155,651,SF,0,5,423,5,919,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,4/26/2019 15:06,46.14598119,55.68600136,4/26/2019 15:06,22382.0,7325.0,46746.0,53442.0,,,,,,,,,,,,,,,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5308.0,<systemd-udev>,192.168.1.31,43168,192.168.1.190,80,tcp,http,0.005255,153,543,SF,0,5,421,5,811,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/26/2019 15:06,1.0, on,,,,,,,,,,,,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5319.0,<systemd-udev>,192.168.1.31,43170,192.168.1.190,80,tcp,http,0.003326,168,1919,SF,0,6,488,6,2239,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/26/2019 15:06,1.0, on,,,,,,,,,,,,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5323.0,<systemd-udev>,192.168.1.31,43172,192.168.1.190,80,tcp,http,0.004659,154,501,SF,0,5,422,5,769,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/26/2019 15:06,4.05,low,4/26/2019 15:06,closed,0,,,,,,,,,4/26/2019 15:06,1.0, on,4/26/2019 15:06,30.03054981,1.0,4/26/2019 15:06,21.94588683,2.492260699,21.06987789,,,,,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5327.0,<systemd-udev>,192.168.1.31,43174,192.168.1.190,80,tcp,http,0.004316,167,2875,SF,0,5,435,6,3195,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/26/2019 15:06,8.85,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5331.0,<systemd-udev>,192.168.1.31,43176,192.168.1.190,80,tcp,http,0.003547,167,2924,SF,0,5,435,7,3296,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/26/2019 15:06,13.55,high,4/26/2019 15:06,closed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5335.0,<systemd-udev>,192.168.1.31,43178,192.168.1.190,80,tcp,http,0.006544,167,2813,SF,0,5,435,6,3133,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,4/26/2019 15:06,closed,0,4/26/2019 15:06,45.50873091,55.87396677,4/26/2019 15:06,39935.0,12002.0,12794.0,39730.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5336.0,<systemd-udev>,192.168.1.31,43180,192.168.1.190,80,tcp,http,0.039738,167,2980,SF,0,6,487,7,3352,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,4/26/2019 15:06,46.18804915,55.70595178,4/26/2019 15:06,39935.0,12002.0,12794.0,39730.0,,,,4/26/2019 15:06,30.843922,1.0,4/26/2019 15:06,39.56401472,3.788939457,15.51780464,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5339.0,<systemd-udev>,192.168.1.31,52954,176.28.50.165,21,tcp,ftp,3.477293,87,215,SF,0,18,1031,12,823,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,4/26/2019 15:06,closed,0,,,,,,,,,,,,4/26/2019 15:06,29.90834918,1.0,4/26/2019 15:06,22.02022676,2.492260699,21.06987789,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5340.0,<systemd-udev>,192.168.1.30,33658,192.168.1.195,21,tcp,-,0.0,0,0,S0,0,1,60,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,4/26/2019 15:06,open,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5343.0,<systemd-udev>,192.168.1.30,42788,192.168.1.152,21,tcp,-,0.002384,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/26/2019 15:06,5.3,low,4/26/2019 15:06,closed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5348.0,<systemd-udev>,192.168.1.30,42790,192.168.1.152,21,tcp,-,3.1e-05,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/26/2019 15:06,2.0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,NE,0.0,E,0.0,5351.0,<systemd-udev>,192.168.1.30,56806,192.168.1.195,80,tcp,http,0.030055,155,978,SF,0,6,415,4,1150,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
4/26/2019 15:06,3.0,low,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5356.0,<systemd-udev>,192.168.1.30,56808,192.168.1.195,80,tcp,http,0.027615,155,978,SF,0,5,375,4,1150,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/26/2019 15:06,0.0, off,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,E,0.0,5361.0,<systemd-udev>,192.168.1.30,56810,192.168.1.195,80,tcp,http,0.013788,155,978,SF,0,5,375,4,1150,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,4/26/2019 15:06,45.6018375,55.92022393,4/26/2019 15:06,39935.0,12002.0,12794.0,39730.0,4/26/2019 15:06,0.0, off,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,E,0.0,5362.0,<systemd-udev>,192.168.1.30,56812,192.168.1.195,80,tcp,http,0.020256,155,978,SF,0,5,375,4,1150,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:38,31.20476092,11.03615353,76.66351438,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.03,2420.0,dbus-daemon,192.168.1.30,54327,192.168.1.1,53,udp,dns,0.004307,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:38,27.70447453,-10.82985608,33.06376688,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.02,2420.0,dbus-daemon,192.168.1.30,54419,192.168.1.1,53,udp,dns,3.4e-05,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:38,31.60765429,10.83055781,76.66351438,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,0.01,2420.0,dbus-daemon,192.168.1.30,54916,192.168.1.1,53,udp,dns,0.002088,58,58,SF,0,1,86,1,86,testphp.vulnweb.com/listproducts.php.hub,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/25/2019 22:38,1.0, on,,,,4/25/2019 22:38,48.16271307,-8.543921298,18.65217675,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.02,2420.0,dbus-daemon,192.168.1.30,55040,192.168.1.1,53,udp,dns,2e-06,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/25/2019 22:38,0.0, off,,,,4/25/2019 22:38,27.42460482,-10.82985608,33.06376688,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.01,2420.0,dbus-daemon,192.168.1.30,55300,192.168.1.1,53,udp,dns,0.002315,58,58,SF,0,1,86,1,86,testphp.vulnweb.com/listproducts.php.hub,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:38,48.28281833,-8.543921298,18.65217675,,,,,,,,,,,,,1.0,0.0,0.0,norm,0.0,120.0,0.0,3.0,0,0.0,R,0.01,2420.0,dbus-daemon,192.168.1.30,55848,192.168.1.1,53,udp,dns,0.003838,58,58,SF,0,1,86,1,86,testphp.vulnweb.com/listproducts.php.hub,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/25/2019 22:38,0.0, off,,,,4/25/2019 22:38,32.09216476,10.83055781,76.66351438,,,,,,,,,,,,,1.0,0.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,R,0.06,2420.0,dbus-daemon,192.168.1.30,56182,192.168.1.1,53,udp,dns,0.002303,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:38,27.17836212,-10.82985608,33.06376688,,,,,,,,,,,,,1.0,0.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,R,0.05,2420.0,dbus-daemon,192.168.1.30,56552,192.168.1.1,53,udp,dns,0.003252,58,58,SF,0,1,86,1,86,testphp.vulnweb.com/listproducts.php.hub,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:38,31.93915622,10.89338725,76.66351438,,,,,,,,,,,,,1.0,0.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,R,0.01,2420.0,dbus-daemon,192.168.1.30,57416,192.168.1.1,53,udp,dns,0.001277,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/25/2019 22:39,1.0, on,,,,4/25/2019 22:38,47.94874961,-8.543921298,18.65217675,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,0.04,2420.0,dbus-daemon,192.168.1.30,57723,192.168.1.1,53,udp,dns,1.4e-05,74,90,SF,0,2,130,2,146,testphp.vulnweb.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:39,27.04577495,-10.82985608,33.06376688,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,2.0,0,0.0,S,0.05,2420.0,dbus-daemon,192.168.1.30,57723,192.168.1.1,53,udp,dns,1.4e-05,74,90,SF,0,2,130,2,146,testphp.vulnweb.com,1,28,0,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,4/25/2019 22:39,0.0, off,,,,4/25/2019 22:39,47.87543502,-8.543921298,18.65217675,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,3.0,0,0.0,S,0.01,2420.0,dbus-daemon,192.168.1.30,58386,192.168.1.184,443,tcp,-,90.823288,0,0,S3,0,2,112,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:39,32.46865776,10.89338725,76.66351438,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,0.0,0,0.0,S,1.0,2420.0,dbus-daemon,192.168.1.30,58388,192.168.1.184,443,tcp,-,90.847435,0,1,S1,1,3,164,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,4/25/2019 22:39,32.03509613,10.89338725,80.83018729,,,,,,,,,,,,,0.0,1.0,0.0,norm,0.0,120.0,0.0,1.0,0,0.0,S,1.0,2420.0,dbus-daemon,192.168.1.30,58390,192.168.1.184,443,tcp,-,0.000166,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
