src_port,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,src_ip.part1,src_ip.part2,src_ip.part3,src_ip.part4,src_ip.part5,src_ip.part6,dst_ip.part1,dst_ip.part2,dst_ip.part3,dst_ip.part4,dst_ip.part5,dst_ip.part6
43158,80,tcp,http,0.004215,155,216,SF,0,5,423,5,484,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43160,80,tcp,http,0.002516,155,651,SF,0,5,423,5,919,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43162,80,tcp,http,0.003697,155,649,SF,0,5,423,5,917,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43164,80,tcp,http,0.002389,155,651,SF,0,5,423,5,919,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43166,80,tcp,http,0.002115,155,651,SF,0,5,423,5,919,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43168,80,tcp,http,0.005255,153,543,SF,0,5,421,5,811,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43170,80,tcp,http,0.003326,168,1919,SF,0,6,488,6,2239,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43172,80,tcp,http,0.004659,154,501,SF,0,5,422,5,769,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43174,80,tcp,http,0.004316,167,2875,SF,0,5,435,6,3195,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43176,80,tcp,http,0.003547,167,2924,SF,0,5,435,7,3296,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43178,80,tcp,http,0.006544,167,2813,SF,0,5,435,6,3133,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
43180,80,tcp,http,0.039738,167,2980,SF,0,6,487,7,3352,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,192,168,1,190,-1,-1
52954,21,tcp,ftp,3.477293,87,215,SF,0,18,1031,12,823,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,31,-1,-1,176,28,50,165,-1,-1
33658,21,tcp,-,0.0,0,0,S0,0,1,60,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,195,-1,-1
42788,21,tcp,-,0.002384,0,0,REJ,0,1,60,1,40,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,152,-1,-1
42790,21,tcp,-,3.1e-05,0,0,REJ,0,1,60,1,40,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,152,-1,-1
56806,80,tcp,http,0.030055,155,978,SF,0,6,415,4,1150,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,195,-1,-1
56808,80,tcp,http,0.027615,155,978,SF,0,5,375,4,1150,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,195,-1,-1
56810,80,tcp,http,0.013788,155,978,SF,0,5,375,4,1150,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,195,-1,-1
56812,80,tcp,http,0.020256,155,978,SF,0,5,375,4,1150,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,195,-1,-1
54327,53,udp,dns,0.004307,54,54,SF,0,1,82,1,82,28,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
54419,53,udp,dns,3.4e-05,54,54,SF,0,1,82,1,82,28,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
54916,53,udp,dns,0.002088,58,58,SF,0,1,86,1,86,12,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
55040,53,udp,dns,2e-06,54,54,SF,0,1,82,1,82,28,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
55300,53,udp,dns,0.002315,58,58,SF,0,1,86,1,86,12,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
55848,53,udp,dns,0.003838,58,58,SF,0,1,86,1,86,12,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
56182,53,udp,dns,0.002303,54,54,SF,0,1,82,1,82,28,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
56552,53,udp,dns,0.003252,58,58,SF,0,1,86,1,86,12,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
57416,53,udp,dns,0.001277,54,54,SF,0,1,82,1,82,28,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
57723,53,udp,dns,1.4e-05,74,90,SF,0,2,130,2,146,3,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
57723,53,udp,dns,1.4e-05,74,90,SF,0,2,130,2,146,3,1,28,0,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
58386,443,tcp,-,90.823288,0,0,S3,0,2,112,2,112,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,184,-1,-1
58388,443,tcp,-,90.847435,0,1,S1,1,3,164,1,60,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,184,-1,-1
58390,443,tcp,-,0.000166,0,0,S1,0,2,112,1,60,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,184,-1,-1
58392,443,tcp,-,90.846209,0,1,S1,1,3,164,1,60,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,184,-1,-1
58394,443,tcp,-,90.845349,0,1,S1,1,4,224,1,60,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,184,-1,-1
58467,53,udp,dns,0.002093,54,54,SF,0,1,82,1,82,28,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
58522,53,udp,dns,0.002821,54,54,SF,0,1,82,1,82,28,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
58827,53,udp,dns,1.2e-05,58,58,SF,0,1,86,1,86,12,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
58949,53,udp,dns,0.002431,54,54,SF,0,1,82,1,82,28,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,30,-1,-1,192,168,1,1,-1,-1
55198,53,udp,dns,0.001023,0,212,SHR,0,0,0,2,268,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,5,-1,-1,192,168,1,190,-1,-1
40822,53,udp,dns,0.000521,41,89,SF,0,1,69,1,117,7,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
55198,53,udp,dns,0.000953,31,106,SF,0,1,59,1,134,10,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
42690,53,udp,dns,0.000807,0,178,SHR,0,0,0,2,234,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,5,-1,-1,192,168,1,190,-1,-1
48888,53,udp,dns,0.000573,0,212,SHR,0,0,0,2,268,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,5,-1,-1,192,168,1,190,-1,-1
42690,53,udp,dns,0.000736,41,89,SF,0,1,69,1,117,7,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
48888,53,udp,dns,0.000511,31,106,SF,0,1,59,1,134,10,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
35294,53,udp,dns,0.000419,0,178,SHR,0,0,0,2,234,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,5,-1,-1,192,168,1,190,-1,-1
58086,53,udp,dns,0.000496,0,212,SHR,0,0,0,2,268,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,5,-1,-1,192,168,1,190,-1,-1
35294,53,udp,dns,0.000371,41,89,SF,0,1,69,1,117,7,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
58086,53,udp,dns,0.00044,31,106,SF,0,1,59,1,134,10,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
39291,53,udp,dns,0.000413,0,178,SHR,0,0,0,2,234,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,7,-1,-1,192,168,1,190,-1,-1
40439,53,udp,dns,0.000526,0,212,SHR,0,0,0,2,268,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,7,-1,-1,192,168,1,190,-1,-1
44331,53,udp,dns,0.00082,0,212,SHR,0,0,0,2,268,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,7,-1,-1,192,168,1,190,-1,-1
51971,53,udp,dns,0.000525,0,178,SHR,0,0,0,2,234,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,7,-1,-1,192,168,1,190,-1,-1
39291,53,udp,dns,0.000371,41,89,SF,0,1,69,1,117,7,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
40439,53,udp,dns,0.000456,31,106,SF,0,1,59,1,134,10,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
44331,53,udp,dns,0.000752,31,106,SF,0,1,59,1,134,10,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
51971,53,udp,dns,0.000476,41,89,SF,0,1,69,1,117,7,1,1,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,180,-1,-1,192,168,1,190,-1,-1
40235,53,udp,dns,0.000847,0,178,SHR,0,0,0,2,234,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,172,17,0,5,-1,-1,192,168,1,190,-1,-1
36736,80,tcp,http,129.430401,2827,3522,RSTR,0,6,3087,7,3814,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,36,-1,-1,192,168,1,195,-1,-1
36742,80,tcp,http,129.576062,3394,3711,RSTR,0,7,3694,7,4003,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,36,-1,-1,192,168,1,195,-1,-1
36752,80,tcp,http,129.458044,1645,3127,RSTR,3127,6,1905,4,172,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,36,-1,-1,192,168,1,195,-1,-1
36754,80,tcp,http,129.546756,1651,3129,RSTR,0,6,1911,7,3421,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,36,-1,-1,192,168,1,195,-1,-1
36756,80,tcp,http,36.91566,2092,3277,S3,0,10,2572,11,3729,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,36,-1,-1,192,168,1,195,-1,-1
36758,80,tcp,http,28.487715,1354,3030,RSTR,0,4,1534,11,3482,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,36,-1,-1,192,168,1,195,-1,-1
46274,53,udp,dns,3.8e-05,74,90,SF,0,2,130,2,146,3,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,36,-1,-1,192,168,1,1,-1,-1
32776,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,176,28,50,165,-1,-1
32782,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,52,28,231,150,-1,-1
32816,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,176,28,50,165,-1,-1
32974,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,176,28,50,165,-1,-1
33006,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,18,194,169,124,-1,-1
33036,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,176,28,50,165,-1,-1
33086,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,176,28,50,165,-1,-1
33250,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,52,28,231,150,-1,-1
33264,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,176,28,50,165,-1,-1
33486,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,176,28,50,165,-1,-1
33512,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,52,28,231,150,-1,-1
33580,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,176,28,50,165,-1,-1
33630,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,192,168,1,32,-1,-1,52,28,231,150,-1,-1
